flag_calib,flag_drop,flag_separation,flag_fin,top_lat,bottom_lat,top_lon,bottom_lon,top_hMSL,bottom_hMSL,top_altbaro,bottom_altbaro,top_gyrx,bottom_gyrx,top_gyry,bottom_gyry,top_gyrz,bottom_gyrz,sat_hRSSI,top_pression,top_temperature,distance_modules,bottom_pression,top_vspeed,bottom_vspeed,timeindex
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3579
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3580
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3581
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3582
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3583
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3584
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3585
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3586
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3587
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3588
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3589
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3590
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3591
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3592
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3593
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3594
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3595
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3596
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3597
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3598
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3599
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3600
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3601
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3602
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3603
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3604
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3605
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3606
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3607
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3608
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3609
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3610
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3611
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3612
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3613
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3614
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3615
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3616
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3617
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3618
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3619
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3620
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3621
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3622
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3623
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3624
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3625
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3626
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3627
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3628
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3629
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3630
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3631
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3632
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3633
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3634
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3635
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3636
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3637
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3638
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3639
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3640
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3641
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3642
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3643
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3644
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3645
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3646
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3647
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3648
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3649
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3650
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3651
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3652
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3653
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3654
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3655
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3656
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3657
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3658
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3659
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3660
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3661
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3662
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3663
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3664
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3665
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3666
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3667
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3668
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3669
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3670
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3671
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3672
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3673
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3674
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3675
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3676
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3677
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3678
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3679
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3680
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3681
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3682
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3683
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3684
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3685
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3686
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3687
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3688
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3689
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3690
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3691
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3692
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3693
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3694
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3695
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3696
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3697
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3698
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3699
1,1,1,0,43.2423515,43.2424126,-0.0393512,-0.0393254,429.0,410.0,0.84,0.56,-233.0,9.0,-61.0,-53.0,-39.0,-59.0,0.3,97243.3,38.4,7.2,97218.1,-0.0,0.0,3700
